供应商名称,商品名称,生产厂家,销售价,有效期,规格,销量
帝豪旗舰店,羚康 复方北豆根氨酚那敏片,吉林省天泰药业股份有限公司,3.10,2020-12-31,12片,7010
帝豪旗舰店,西施兰夏露 乌洛托品溶液,西施兰(南阳)药业股份有限公司,8.70,2021-12-31,10ml(喷雾),3339
帝豪旗舰店,河南兴源 黄连上清片,河南兴源制药有限公司,2.07,2020-12-31,24片*2板,8381
帝豪旗舰店,时代阳光 贞芪扶正颗粒,湖南时代阳光药业股份有限公司,11.80,2021-11-30,15g*10袋,1685
帝豪旗舰店,黑龙江瑞格 甲硝唑芬布芬胶囊,黑龙江瑞格制药有限公司,4.41,2020-03-31,0.1g:75mg*12粒,4260
帝豪旗舰店,潮牌天然胶乳橡胶避孕套(幻隐002),北京非非医疗器械有限公司,3.80,2023-04-30,3只,2052
帝豪旗舰店,克雷斯 恒古骨伤愈合剂,云南克雷斯制药股份有限公司,35.00,2020-05-31,25ml,459
帝豪旗舰店,湖南千金 湘江 马来酸依那普利片,湖南千金湘江药业股份有限公司,8.50,2020-10-31,10mg*16片,3328
帝豪旗舰店,喜格迈 尼可地尔片,TohokuNipro Pharmaceutical Corporation,78.85,2021-08-31,5mg*30片,246
帝豪旗舰店,广东宏兴 丹田降脂丸,广东宏兴集团股份有限公司宏兴制药厂,15.20,2021-06-19,10g,1236
帝豪旗舰店,石家庄科迪 前列解毒胶囊,石家庄科迪药业有限公司,42.27,2021-09-30,0.4g*24粒,370
帝豪旗舰店,江苏鹏鹞 苯磺酸氨氯地平片,江苏鹏鹞药业有限公司,8.16,2020-09-30,5mg*7s*2板,928
帝豪旗舰店,帕夫林 白芍总苷胶囊,宁波立华制药有限公司,72.16,2020-07-31,0.3g*60粒,263
帝豪旗舰店,德众 骨刺平片,国药集团德众(佛山)药业有限公司,9.39,2021-06-05,0.32g*100片,1936
帝豪旗舰店,武汉健民 烧伤止痛药膏,健民集团叶开泰国药(随州)有限公司,9.66,2020-07-31,10g,3620
帝豪旗舰店,贝希 阿卡波糖胶囊,四川绿叶制药股份有限公司,36.20,2020-02-29,50mg*30粒,39134
帝豪旗舰店,海南赞邦 富露施 乙酰半胱氨酸片,海南赞邦制药有限公司,52.33,2021-12-31,0.6g*12片,332
帝豪旗舰店,湖南湘雅 血塞通片,湖南湘雅制药有限公司,4.75,2021-12-31,25mg*20片,3737
帝豪旗舰店,斯巴敏 奥替溴铵片,柏林化学股份有限公司,46.11,2021-01-31,40mg*30片,393
帝豪旗舰店,天天明 冰珍清目滴眼液,湖北远大天天明制药有限公司,13.57,2020-09-30,5ml,1301
帝豪旗舰店,江苏神龙 银欣可 银杏酮酯分散片,江苏神龙药业股份有限公司,17.80,2021-07-31,0.15g*12片,0
帝豪旗舰店,米维 盐酸米多君片,国药集团川抗制药有限公司,45.08,2020-10-24,2.5mg*20片,442
帝豪旗舰店,云南腾药 五子衍宗丸,云南腾药制药股份有限公司,10.80,2022-12-31,6g*12袋,1790
帝豪旗舰店,达克宁 硝酸咪康唑阴道软胶囊,Janssen-Cilag N.V.,31.50,2020-04-30,0.4g*3枚,0
帝豪旗舰店,严迪 罗红霉素分散片,哈药集团制药六厂,9.73,2021-06-30,75mg*12片,2311
帝豪旗舰店,力克肺疾 对氨基水杨酸异烟肼片,重庆华邦制药有限公司,39.84,2021-09-30,0.1g*100片,1058
帝豪旗舰店,众生 五维他口服溶液,广东众生药业股份有限公司,8.82,2020-12-12,500ml,2273
帝豪旗舰店,瑞复啉 盐酸伊托必利片,丽珠集团丽珠制药厂,14.20,2021-05-31,50mg*20s,1083
帝豪旗舰店,反映亭 沙利度胺片,常州制药厂有限公司,51.14,2021-12-14,25mg*20片,365
帝豪旗舰店,迪皿 盐酸左西替利嗪口服溶液,重庆华邦制药有限公司,23.18,2021-10-31,10ml*6支,830
帝豪旗舰店,优立通 非布司他片,江苏万邦生化医药集团有限责任公司,148.00,2021-11-30,40mg*8片*2板,0
帝豪旗舰店,山西亨瑞达 酚酞片,山西亨瑞达制药有限公司,7.10,2021-07-25,100mg*100片,2708
帝豪旗舰店,苏州东瑞 先宁 兰索拉唑片,苏州东瑞制药有限公司,6.02,2021-06-22,15mg*14片,3845
帝豪旗舰店,西藏金珠 二十五味珊瑚丸,西藏金珠雅砻藏药有限责任公司,11.76,2022-03-27,0.25g*12丸,1404
帝豪旗舰店,丽珠克毒星 阿昔洛韦片,丽珠集团丽珠制药厂,5.94,2021-08-31,0.1g*24片,2943
帝豪旗舰店,康弘 一清胶囊,成都康弘制药有限公司,15.72,2019-12-31,0.5g*20粒,955
帝豪旗舰店,华润本溪三药 瘀血痹片,辽宁华润本溪三药有限公司,18.00,2021-11-30,0.5g*15片*3板,630
帝豪旗舰店,尤佳 阿托伐他汀钙胶囊,天方药业有限公司,36.06,2020-07-31,10mg*7粒*2板,510
帝豪旗舰店,陕西中医 泾渭 八正合剂,陕西中医学院制药厂,8.30,2020-10-04,120ml,2115
帝豪旗舰店,星湖 脑络通胶囊,肇庆星湖制药有限公司,9.90,2021-02-12,30粒,2138
帝豪旗舰店,杜蕾斯LOVE大胆爱吧安全套,青岛伦敦杜蕾斯有限公司,6.04,2023-09-30,3个,2411
帝豪旗舰店,库伦蒙药 安友 扎冲十三味丸,内蒙古库伦蒙药有限公司,14.77,2021-08-03,1g*30粒,1531
帝豪旗舰店,川大华西 通窍鼻炎颗粒,四川川大华西药业股份有限公司,13.07,2020-01-30,2g*15袋,1140
帝豪旗舰店,沃丽汀 卵磷脂络合碘片,第一药品产业株式会社,132.20,2021-06-30,1.5mg*60片,679
帝豪旗舰店,郝智(巴氯芬片),台湾海默尼药业有限公司,40.83,2020-10-04,10mg*20片,458
帝豪旗舰店,长春人民 通窍鼻炎片,长春人民药业集团有限公司,5.00,2022-02-28,12片*4板,3871
帝豪旗舰店,一夫诺 萘敏维滴眼液,江西禾氏美康药业有限公司,6.60,2020-10-28,10ml,2643
帝豪旗舰店,济南利民 厄贝沙坦分散片,华润双鹤利民药业(济南)有限公司,20.80,2020-07-31,0.15g*12片*1板,0
帝豪旗舰店,承德天原 栀子金花丸,承德天原药业股份有限公司,8.18,2021-09-30,9g*10袋,2375
帝豪旗舰店,恒健 西咪替丁片,广东恒健制药有限公司,12.27,2021-10-31,0.2G*100片,1674
帝豪旗舰店,神威 小儿清肺化痰颗粒,神威药业集团有限公司,16.35,2021-10-31,6g*10袋,1267
帝豪旗舰店,通化颐生 颐之舒 化痰平喘片,通化颐生药业股份有限公司,2.24,2021-11-30,24片,10074
帝豪旗舰店,金得乐 枸橼酸铋雷尼替丁片,丽珠集团丽珠制药厂,27.05,2020-10-30,0.2g*12片,659
帝豪旗舰店,银诺克 止咳宁嗽胶囊,长春银诺克药业有限公司,3.86,2022-01-04,0.25g*15粒*2板,5421
帝豪旗舰店,仙利特 盐酸西替利嗪片,丽珠集团丽珠制药厂,3.96,2020-10-31,10mg*7片,4396
帝豪旗舰店,云南云龙 舒筋定痛胶囊,云南云龙制药股份有限公司,7.30,2021-11-30,0.38g*12s*2板,2403
帝豪旗舰店,世福素 头孢克肟片,广州白云山医药集团股份有限公司白云山制药总厂,31.25,2020-09-30,100mg*8片,629
帝豪旗舰店,通化鸿淘茂 玉仁 痢泻灵片,吉林玉仁制药股份有限公司,2.22,2021-02-07,0.4g*36片,7186
帝豪旗舰店,戴芬 双氯芬酸钠双释放肠溶胶囊,Temmler Werke GmbH,23.26,2020-06-04,75mg*10粒,11667
帝豪旗舰店,扶严宁 醋酸曲安奈德益康唑乳膏,扬子江药业集团有限公司,13.80,2021-06-30,15g,0
帝豪旗舰店,江西民济 鲜竹沥,江西民济药业有限公司,1.36,2020-12-31,10ml*6支,14572
帝豪旗舰店,欧莱 复方七叶皂苷钠凝胶,山东绿叶制药有限公司,19.32,2020-10-31,20g,900
帝豪旗舰店,众生 人参五味子糖浆,广东众生药业股份有限公司,9.09,2020-05-19,100ml,2240
帝豪旗舰店,武汉中联 异维A酸红霉素凝胶,国药集团武汉中联四药药业有限公司,29.08,2020-11-30,10g,679
帝豪旗舰店,大黄䗪虫丸,广东恒诚制药有限公司,8.43,2022-02-28,36g,2104
帝豪旗舰店,天施康 复方陈香胃片,江西天施康中药股份有限公司,5.11,2020-09-30,0.28g*48片,4040
帝豪旗舰店,安徽安科 余良卿号 活血止痛膏,安徽安科余良卿药业有限公司,28.41,2020-11-05,7cm*10cm*5贴,688
帝豪旗舰店,吉安三力 辣椒风湿膏,江西吉安三力制药有限公司,4.50,2020-08-01,7cm*10cm*4贴*2袋,3770
帝豪旗舰店,利培 厄贝沙坦氢氯噻嗪分散片,江苏万高药业股份有限公司,13.35,2020-11-30,150mg:12.5mg*10片,0
帝豪旗舰店,罗浮山 广东凉茶,广东省罗浮山白鹤制药厂,3.85,2020-01-31,90g,4567
帝豪旗舰店,龙虎 清凉油,上海中华药业有限公司,3.37,2021-05-31,3g,5304
帝豪旗舰店,陕西东泰 血复生胶囊,陕西东泰制药有限公司,30.24,2021-08-21,0.35g*36粒,747
帝豪旗舰店,华南 强的松 醋酸泼尼松片,广东华南药业集团有限公司,4.75,2021-07-16,5mg*100片,3929
帝豪旗舰店,云南云龙 复方鱼腥草软胶囊,云南云龙制药股份有限公司,6.25,2020-12-31,0.52g*18粒,2951
帝豪旗舰店,华南 氯霉素片,广东华南药业集团有限公司,18.50,2020-12-13,0.25g*100片,12041
帝豪旗舰店,吉林长恒 屹康 咳特灵胶囊,吉林省长恒药业有限公司,2.35,2021-10-31,15粒,7170
帝豪旗舰店,潘南金 门冬氨酸钾镁片,匈牙利吉瑞大药厂,32.14,2023-01-31,50片,528
帝豪旗舰店,安必丁 双醋瑞因胶囊,昆明积大制药股份有限公司,127.13,2021-10-10,50mg*10粒*3板,145
帝豪旗舰店,白云山 克必力 头孢拉定颗粒,广州白云山医药集团股份有限公司白云山制药总厂,3.30,2020-09-30,125mg*12袋,5072
帝豪旗舰店,广宇制药 冬凌草片,三门峡广宇生物制药有限公司,3.50,2021-01-31,0.26g*45片,5784
帝豪旗舰店,曼秀雷敦 复方水杨酸甲酯乳膏,曼秀雷敦(中国)药业有限公司,17.00,2021-03-31,35g,996
帝豪旗舰店,长春普华 复方熊胆滴眼液,长春普华制药股份有限公司,11.00,2020-04-30,8ml,2019
帝豪旗舰店,达克普隆 兰索拉唑肠溶胶囊,天津武田药品有限公司,121.26,2021-10-31,30mg*14粒,134
帝豪旗舰店,扬子江 厄贝沙坦片,扬子江药业集团北京海燕药业有限公司,20.76,2022-03-31,75mg*12片,0
帝豪旗舰店,维生素B2片,北京中新药业股份有限公司,3.28,2021-10-31,5mg*100s,5101
帝豪旗舰店,大连汉方 十一味参芪胶囊,大连汉方药业有限公司,21.00,2020-11-30,0.33g*60粒,776
帝豪旗舰店,欧意 氟哌酸 诺氟沙星胶囊,石药集团欧意药业有限公司,4.18,2021-01-06,0.1g*24粒,4428
帝豪旗舰店,天津康乐 坎离砂,天津康乐产业有限公司,2.80,2021-12-03,62.5g,6376
帝豪旗舰店,格拉丹东 安神丸,青海省格拉丹东药业有限公司,10.26,2021-01-08,0.3g*24丸,1816
帝豪旗舰店,笃定 头孢克肟分散片,金鸿药业股份有限公司,6.59,2020-12-31,0.1g*6片,2529
帝豪旗舰店,普元 藿香正气水,四川省通园制药集团有限公司,3.77,2020-06-30,10ml*10支,4795
帝豪旗舰店,金太子 清热解毒口服液,湖北太子药业有限公司,4.60,2020-12-31,10ml*10支(PVC),4774
帝豪旗舰店,远斯坦 氯沙坦钾氢氯噻嗪片,乐普药业科技有限公司,26.10,2020-11-09,7片(薄膜衣),646
帝豪旗舰店,蓬莱诺康 利巴韦林喷雾剂,蓬莱诺康药业有限公司,10.23,2020-09-21,400mg,0
帝豪旗舰店,百士欣 乌苯美司胶囊,浙江普洛康裕制药有限公司,127.26,2021-09-30,10mg*15粒,270
帝豪旗舰店,恒健 疥得治 林旦乳膏,广东恒健制药有限公司,20.50,2022-07-18,30g,1096
帝豪旗舰店,恒健 曲咪新乳膏,广东恒健制药有限公司,2.25,2020-12-23,10g,8318
帝豪旗舰店,康普一笑堂 裸花紫珠分散片,康普药业股份有限公司,8.99,2020-06-14,0.5g*36片,1685
帝豪旗舰店,潮牌人体润滑剂,深圳市雅浪化妆品有限公司,8.80,2021-10-11,50毫升,1533
帝豪旗舰店,思利舒 利培酮片,江苏恩华药业股份有限公司,51.14,2020-09-30,1mg*40片(薄膜衣片),303
帝豪旗舰店,广东三才 呋塞米片,三才石岐制药股份有限公司,11.80,2020-11-18,20mg*100片,1733
帝豪旗舰店,丽珠 罗红霉素片,丽珠集团丽珠制药厂,2.83,2020-03-31,75mg*12片,5309
帝豪旗舰店,河南兴源 万人 龙胆泻肝丸,河南兴源制药有限公司,5.11,2021-12-31,6g*9袋,4036
帝豪旗舰店,敬修堂 天王补心丸,广州白云山敬修堂药业股份有限公司,8.54,2021-05-31,36g,2616
帝豪旗舰店,冯了性 香砂养胃丸,国药集团冯了性(佛山)药材饮片有限公司,15.00,2020-08-23,9g*10袋,1388
帝豪旗舰店,立效 壮腰健肾丸,山西华康药业股份有限公司,5.66,2021-11-30,5.6g*10丸,3587
帝豪旗舰店,昌都藏药 仙露 帕朱丸,西藏昌都藏药厂,47.73,2020-12-09,0.5g*8丸,548
帝豪旗舰店,卡泊三醇搽剂,LEO Pharmaceutical Products Ltd.A/S(LEO Pharma A/S),131.74,2020-01-30,30ml,114
帝豪旗舰店,仁和可立克 复方氨酚烷胺胶囊,江西铜鼓仁和制药有限公司,8.00,2021-04-30,10s,2410
帝豪旗舰店,复方氨酚烷胺胶囊,太阳石(唐山)药业有限公司,6.80,2021-02-28,12s,21910
帝豪旗舰店,欣复诺 阿德福韦酯胶囊,北京双鹭药业股份有限公司,30.68,2020-06-05,10mg*14s,546
帝豪旗舰店,吉林长恒 屹康 咳特灵胶囊,吉林省长恒药业有限公司,2.86,2021-10-31,20粒,5590
帝豪旗舰店,江苏聚荣 黄芪精,江苏聚荣制药集团有限公司,12.84,2020-09-30,10ml,1662
帝豪旗舰店,积大本特 盐酸坦洛新缓释片,昆明积大制药股份有限公司,58.34,2020-10-30,0.2mg*14片,400
帝豪旗舰店,何济公 红色正金软膏,广州白云山制药股份有限公司白云山何济公制药厂,2.03,2020-06-30,4g(红色),9417
帝豪旗舰店,康普 保圣康 康普 阿魏酸哌嗪片,康普药业股份有限公司,10.91,2020-11-30,50mg*50s,1507
帝豪旗舰店,广东青云山 十味溪黄草颗粒,广东青云山药业有限公司,37.33,2020-06-30,10g*20袋,470
帝豪旗舰店,山西华元 益肺胶囊,山西华元医药生物技术有限公司,6.19,2021-04-30,12粒*2板,3039
帝豪旗舰店,小润洁 复方新斯的明牛磺酸滴眼液,山东博士伦福瑞达制药有限公司,20.88,2020-08-15,10ml,749
帝豪旗舰店,益盛牌 振源胶囊,吉林省集安益盛药业股份有限公司,31.60,2021-02-28,0.25g*24粒,4368
帝豪旗舰店,依苏 马来酸依那普利片,扬子江药业集团江苏制药股份有限公司,19.20,2021-03-31,10mg*16片,0
帝豪旗舰店,广东罗定 补中益气丸,广东逢春制药有限公司,6.00,2020-05-22,9g*10丸,2490
帝豪旗舰店,炉甘石洗剂,湖南尔康制药股份有限公司,6.82,2019-10-31,100ml,15278
帝豪旗舰店,捷诺达 西格列汀二甲双胍片(II),MSD Pharma (Singapore) Pte. Ltd.,155.86,2020-08-30,50mg:850mg*28片,169
帝豪旗舰店,慢严舒柠好爽糖(哈密瓜),桂龙药业(安徽)有限公司,6.50,2020-12-20,32g,2514
帝豪旗舰店,承德天原 金莲花颗粒,承德天原药业股份有限公司,19.80,2021-10-31,8g*9袋,1125
帝豪旗舰店,云南云龙 复方鱼腥草软胶囊,云南云龙制药股份有限公司,8.80,2020-12-31,0.52g*24粒,1959
帝豪旗舰店,何济公 阿咖酚胶囊,广州白云山制药股份有限公司白云山何济公制药厂,8.52,2020-06-30,20粒,1578
帝豪旗舰店,奥派 阿立哌唑片,上海上药中西制药有限公司,53.00,2020-03-14,10mg*14片,1009
帝豪旗舰店,陕西天宁 复方青黛胶囊,陕西医药控股集团天宁制药有限责任公司,37.53,2021-10-12,0.5g*48s,733
帝豪旗舰店,通化斯威 颈康胶囊,通化斯威药业股份有限公司,6.60,2020-09-30,0.3g*36粒,2448
帝豪旗舰店,得恩德 苯磺酸氨氯地平片,浙江得恩德制药股份有限公司,7.73,2020-10-31,5mg*7片*3板,2390
帝豪旗舰店,海南新世通 氯雷他定颗粒,海南新世通制药有限公司,3.36,2020-12-31,5mg*6袋,6582
帝豪旗舰店,利君沙 琥乙红霉素片,西安利君制药有限责任公司,9.85,2020-09-25,0.125g*24片,1899
帝豪旗舰店,同仁堂 跌打丸,北京同仁堂科技发展股份有限公司制药厂,6.65,2023-07-31,3g*6丸,2465
帝豪旗舰店,氟芬那酸丁酯软膏,上海同联制药有限公司,25.80,2020-06-30,10g:0.5g,734
帝豪旗舰店,复方菠萝蛋白酶肠溶片,广东彼迪药业有限公司,23.43,2020-05-04,100片                         ,700
帝豪旗舰店,三精 氨咖黄敏胶囊,哈药集团三精千鹤制药有限公司,2.84,2020-12-31,20粒,5226
帝豪旗舰店,医用退热贴(儿童型),青岛海诺生物工程有限公司,4.80,2022-02-02,3片,1476
帝豪旗舰店,南京易亨 易加 蒙脱石散,南京易亨制药有限公司,7.50,2020-07-31,3g*10袋,2052
帝豪旗舰店,海诺碘伏消毒棉棒,青岛海诺生物工程有限公司,4.00,2021-01-02,24支,360
帝豪旗舰店,999 雷公藤片,华润三九(黄石)药业有限公司,15.60,2020-06-30,33ug*100片,1156
帝豪旗舰店,维和 血塞通片,云南维和药业股份有限公司,7.80,2021-07-31,25mg*20片,2090
帝豪旗舰店,湖北恒安 替美 丙酸氟替卡松乳膏,湖北恒安芙林药业股份有限公司,27.80,2020-06-30,0.05%:10g,466
帝豪旗舰店,玻璃体温计_x000D_内标式(腋下),东阿阿胶阿华医疗器械有限公司,3.80,2024-03-04,中号内标式(腋下),19986
帝豪旗舰店,三金 牛黄解毒片,三金集团湖南三金制药有限责任公司,2.94,2020-08-31,24片,5767
帝豪旗舰店,福邦 罗红霉素胶囊,江苏福邦药业有限公司,2.33,2020-12-31,0.15g*10粒,6989
帝豪旗舰店,碑林 金嗓开音丸,西安碑林药业股份有限公司,17.30,2020-08-31,360丸,926
帝豪旗舰店,化橘红,化州化橘红药材发展有限公司,36.00,2023-05-18,3g*8袋,77
帝豪旗舰店,黄石飞云 雷公藤多苷片,远大医药黄石飞云制药有限公司,11.20,2021-05-31,10mg*50片,1343
帝豪旗舰店,山东罗欣 罗丹 奥美拉唑肠溶胶囊,山东罗欣药业集团股份有限公司,1.91,2020-10-31,20mg*14粒,10144
帝豪旗舰店,喜普妙 氢溴酸西酞普兰片,西安杨森制药有限公司,137.33,2023-02-28,20mg*14片,115
帝豪旗舰店,山东孔圣堂 四消丸,山东孔圣堂制药有限公司,4.89,2021-01-26,6g*10袋,3145
帝豪旗舰店,赛福定 头孢拉定胶囊,珠海联邦制药股份有限公司中山分公司,8.03,2020-11-30,0.25g*24s,1937
帝豪旗舰店,以岭 通心络胶囊,石家庄以岭药业股份有限公司,37.91,2021-06-30,0.26g*40粒,406
帝豪旗舰店,河南兴源 小儿复方鸡内金散,河南兴源制药有限公司,3.98,2021-12-31,2g*12袋,4009
帝豪旗舰店,欧意 阿奇霉素分散片,石药集团欧意药业有限公司,18.00,2021-01-04,0.25g*12s,1264
帝豪旗舰店,长春英平 丹皮酚软膏,长春英平药业有限公司,5.60,2020-09-03,15g,2828
帝豪旗舰店,中一 乌蛇止痒丸,广州白云山中一药业有限公司,15.07,2021-08-31,30g,1507
帝豪旗舰店,咳必清 枸橼酸喷托维林片,国药集团容生制药有限公司,11.60,2021-07-31,25mg*100片,1629
帝豪旗舰店,金爵 西帕依麦孜彼子胶囊,陕西东泰制药有限公司,37.03,2021-01-03,0.25g*12粒,439
帝豪旗舰店,仙琚 醋酸地塞米松片,浙江仙琚制药股份有限公司,2.98,2020-06-30,0.75mg*100片,29600
帝豪旗舰店,湖北舒尔 京都麒麟堂 活血止痛膏,湖北舒尔迈康药业有限公司,28.98,2020-05-31,7cm*10cm*2片,526
帝豪旗舰店,众生  复方醋酸地塞米松乳膏,广东众生药业股份有限公司,1.79,2020-09-04,10g:7.5mg,8469
帝豪旗舰店,西藏芝芝 冰黄肤乐软膏,西藏海容唐果药业有限公司,17.20,2020-04-30,20g,840
帝豪旗舰店,黑龙江参鸽 舒筋丸,黑龙江参鸽药业有限公司,7.84,2022-10-31,3g*6丸,1332
帝豪旗舰店,奇灵 阿莫西林胶囊,广东奇灵制药有限公司,3.25,2021-02-28,0.25g*20s,5081
帝豪旗舰店,替米沙坦分散片,浙江泰利森药业有限公司,47.42,2020-10-31,80mg*7片*2板,316
帝豪旗舰店,恒健 止痛消炎软膏,广东恒健制药有限公司,8.35,2020-12-26,450g,2125
帝豪旗舰店,立效 舒肝和胃丸,山西华康药业股份有限公司,6.03,2022-01-30,9g*6袋,2285
