供应商名称,商品名称,生产厂家,销售价,有效期,规格,销量
帝豪旗舰店,甘肃西峰 强力枇杷露,甘肃省西峰制药有限责任公司,7.50,2022-01-31,150ml,172
帝豪旗舰店,潘高寿 蜜炼川贝枇杷膏,广州白云山潘高寿药业股份有限公司,16.52,2020-01-31,138g,272
帝豪旗舰店,南宁维威 允泰 强力枇杷露,广西维威制药有限公司,3.98,2021-01-31,100ml,387
帝豪旗舰店,白云山 强力枇杷露,广州白云山光华制药股份有限公司,7.58,2020-12-31,120ml,1032
帝豪旗舰店,山西仁源堂 贝母花片,山西仁源堂药业有限公司,6.00,2021-12-31,025g*12片*3板,123
帝豪旗舰店,星群 伤风止咳糖浆 复方愈创木酚磺酸钾口服溶液,广州白云山星群(药业)股份有限公司,8.15,2020-05-31,100ml,267
帝豪旗舰店,奇星 复方南板蓝根颗粒,广州白云山奇星药业有限公司,12.50,2021-03-21,10g*15袋,585
帝豪旗舰店,昆明制药 天眩清 天麻素胶囊,昆药集团股份有限公司,10.80,2020-05-31,50mg*24粒,57
帝豪旗舰店,杭州民生 氧氟沙星滴眼液,杭州民生药业有限公司,1.40,2021-05-31,5ml:15mg,290
帝豪旗舰店,广东百科 金力旺 安神补脑颗粒,广东百科制药有限公司,11.93,2020-12-31,1g*12袋,143
帝豪旗舰店,湖南千金 阿奇霉素颗粒,湖南千金湘江药业股份有限公司,7.56,2021-01-31,0.1g*6袋,203
帝豪旗舰店,万托林 硫酸沙丁胺醇吸入气雾剂,葛兰素威康公司,23.00,2020-01-14,100ug*200揿,12376
帝豪旗舰店,北京天衡 氢溴酸右美沙芬片,北京天衡药物研究院南阳天衡制药厂,5.50,2020-12-31,24片,32814
帝豪旗舰店,白云山 优克诺 头孢克洛片,广州白云山医药集团股份有限公司白云山制药总厂,11.22,2020-09-30,0.25g*6片,932
帝豪旗舰店,美大康 阿奇霉素分散片,四川美大康药业股份有限公司,6.10,2021-11-30,0.25g*12片,26910
帝豪旗舰店,白云山 牡蛎碳酸钙咀嚼片,广州白云山光华制药股份有限公司,8.50,2020-08-31,25mg*30片,1095
帝豪旗舰店,洛阳新春都 板仔 板蓝根含片,洛阳新春都生物制药有限公司,4.55,2020-03-03,0.5g*8s*3板,1812
帝豪旗舰店,特适纳 双氯芬酸钠缓释片,湖南华纳大药厂有限公司,5.50,2021-10-31,0.1g*10片,1738
帝豪旗舰店,天士力 痰咳净滴丸,天士力医药集团股份有限公司,17.70,2019-10-31,33mg*150丸,0
帝豪旗舰店,盛世龙方 神奇 金乌骨通胶囊,贵州盛世龙方制药股份有限公司,33.37,2021-11-30,0.5g*60粒,5381
帝豪旗舰店,青海普兰特 同济堂 六味丁香片,青海普兰特药业有限公司,11.20,2021-08-28,0.5g*12片*2板,1011
帝豪旗舰店,通化颐生 颐之舒 化痰平喘片,通化颐生药业股份有限公司,3.20,2020-01-31,10片*3板,2615
帝豪旗舰店,京都念慈菴蜜炼川贝枇杷膏,香港京都念慈庵总厂有限公司,26.50,2021-09-30,150ml,1115
帝豪旗舰店,昆明中药 昆中 通宣理肺片,昆明中药厂有限公司,2.88,2021-07-31,18s,0
帝豪旗舰店,太极 咳喘丸,太极集团重庆中药二厂有限公司,9.50,2022-04-30,3g*23粒*12袋,693
帝豪旗舰店,吉林松辽 通经路达 脑得生片,吉林省松辽制药有限公司,4.50,2021-10-31,0.3g*18片*2板,1746
帝豪旗舰店,步长 银杏蜜环口服溶液,邛崃天银制药有限公司,23.73,2020-12-21,10ml*12支,6211
帝豪旗舰店,正士 布洛芬缓释胶囊,吉林省力胜制药有限公司,4.50,2021-08-31,0.3g*16粒,1617
帝豪旗舰店,白云山 保儿安颗粒,广州白云山医药集团股份有限公司白云山制药总厂,6.55,2019-07-31,10g*6袋,1153
帝豪旗舰店,贝特令 维生素AD滴剂,浙江海力生制药有限公司,14.40,2020-07-31,24粒,495
帝豪旗舰店,河南天方 尼可地尔片,天方药业有限公司,16.60,2020-10-31,5mg*24片,13742
帝豪旗舰店,罗浮山国药 金莲花软胶囊,广东罗浮山国药股份有限公司,16.36,2020-08-31,0.7g*24s,683
帝豪旗舰店,辰欣 兰索拉唑片,辰欣药业股份有限公司,10.23,2020-10-10,30mg*8片,713
帝豪旗舰店,鞍山制药 心血宁片,鞍山制药有限公司,18.21,2021-12-03,0.21g*36片,8346
帝豪旗舰店,白云山 ATP片 三磷酸腺苷二钠片,广州白云山光华制药股份有限公司,7.95,2019-08-31,20mg*12片,831
帝豪旗舰店,必理通 对乙酰氨基酚片,中美天津史克制药有限公司,4.35,2021-11-03,0.5g*10片(薄膜衣),21064
帝豪旗舰店,云南永孜堂 抗感灵片,云南永孜堂制药有限公司,6.00,2019-09-30,24s,1833
帝豪旗舰店,广西圣特 复方板蓝根颗粒,广西圣特药业有限公司,7.39,2021-02-28,15g*23袋,1453
帝豪旗舰店,吉林济邦 蛤蚧定喘丸,吉林济邦药业有限公司,7.50,2020-05-31,6g*6袋,825
帝豪旗舰店,云南云龙 小柴胡胶囊,云南云龙制药股份有限公司,9.66,2020-07-31,0.39g*12粒*3板,762
帝豪旗舰店,万特 格列齐特缓释片,万特制药(海南)有限公司,8.68,2021-12-31,30mg*10片*3板,956
帝豪旗舰店,快克 复方氨酚烷胺胶囊,浙江亚峰药厂有限公司,8.60,2021-08-31,10粒,17720
帝豪旗舰店,星宇星火 复方锌布颗粒,山西新宝源制药有限公司,5.00,2021-03-31,12包,1162
帝豪旗舰店,哈尔滨乐泰 水杨酸复合洗剂,哈尔滨快好药业有限公司,10.10,2020-06-30,15g+6g*2包,832
帝豪旗舰店,奥卡西平片 曲莱,Novartis Farma 诺华制药 ,192.49,2021-09-30,0.3g*50s,233
帝豪旗舰店,广西圣特 双龙出海 牛黄解毒片,广西圣特药业有限公司,2.80,2020-04-30,12片*3板,1782
帝豪旗舰店,天立威 恒达菲 头孢克肟胶囊,浙江昂利康制药股份有限公司,6.33,2020-10-31,0.1g*12粒,34786
帝豪旗舰店,湖北美宝 猴头菌片,湖北美宝药业股份有限公司,1.88,2020-12-31,24s,2939
帝豪旗舰店,氨氯地平阿托伐他汀钙片,辉瑞制药有限公司,60.48,2021-01-31,5mg*10mg*7片,2715
帝豪旗舰店,银力舒 头孢丙烯分散片,广州白云山医药集团股份有限公司白云山制药总厂,18.90,2020-10-31,0.25g*8片,11198
帝豪旗舰店,河南康华 三黄片,河南省康华药业股份有限公司,4.80,2020-05-31,24片*2板,1111
帝豪旗舰店,吉林华侨 鑫烨 熊胆丸,吉林省华侨药业集团有限公司,3.98,2020-10-31,0.25g*30粒,1073
帝豪旗舰店,同仁堂 益母草颗粒,北京同仁堂天然药物(唐山)有限公司,9.98,2021-12-31,15g*8袋,14433
帝豪旗舰店,山东罗欣 盐酸左氧氟沙星片,山东罗欣药业集团股份有限公司,1.55,2020-11-18,0.1g*12片,3530
帝豪旗舰店,上海衡山 辅酶Q10胶囊,上海衡山药业有限公司,8.20,2021-12-24,10mg*60粒,725
帝豪旗舰店,江西保利 羚羊清肺颗粒,江西保利制药有限公司,11.00,2020-10-31,6g*12袋,14617
帝豪旗舰店,一次性使用阴道冲洗器,南昌市朝阳医疗保健用品有限公司,0.45,2022-01-01,中号,93949
帝豪旗舰店,山东新时代 鼻渊通窍颗粒,山东新时代药业有限公司,18.14,2020-08-31,15g*10袋,9581
帝豪旗舰店,阿立哌唑口崩片,成都康弘药业集团股份有限公司,45.07,2020-07-31,5mg*20片,93
帝豪旗舰店,康恩贝 前列康 普乐安片,浙江康恩贝制药股份有限公司,32.10,2021-05-31,0.57g*150片,108
帝豪旗舰店,伯基 阿司匹林肠溶胶囊,永信药品工业(昆山)股份有限公司,14.00,2020-11-23,0.1g*30粒,0
帝豪旗舰店,左克 盐酸左氧氟沙星胶囊,扬子江药业集团有限公司,10.24,2021-11-30,0.1g*12粒,0
帝豪旗舰店,同济 便乃通茶,武汉同济现代医药科技股份有限公司,121.00,2020-12-01,2.8g*36袋,16
帝豪旗舰店,白蚁巢胶囊,江苏苏南药业实业有限公司,15.80,2020-06-30,0.25g*18粒,169
帝豪旗舰店,醋酸泼尼松龙滴眼液,Allergan Pharmaceuticals Ireland,33.80,2020-12-09,5ml:50mg,124
帝豪旗舰店,思美泰 丁二磺酸腺苷蛋氨酸肠溶片,ABBOTT LABORATORIES (M) SDN.BHD,194.57,2021-05-31,0.5g*10片,672
帝豪旗舰店,冯了性 保和丸,国药集团冯了性(佛山)药材饮片有限公司,10.60,2021-07-31,9g*10丸,494
帝豪旗舰店,鲁抗 奥硝唑片,山东鲁抗医药集团赛特有限责任公司,4.20,2021-01-08,0.25g*10片,615
帝豪旗舰店,青春宝 尼莫地平片,正大青春宝药业有限公司,9.30,2021-12-31,20mg*20片,327
帝豪旗舰店,上海中华 龙虎人丹,上海中华药业有限公司,8.48,2021-03-31,0.04g*100粒,199
帝豪旗舰店,贵州飞云岭 贝诺酯片,贵州飞云岭药业股份有限公司,3.83,2021-09-30,0.5g*18片,563
帝豪旗舰店,九芝堂 乙肝宁颗粒,九芝堂股份有限公司,18.66,2021-06-30,17g*10袋,0
帝豪旗舰店,山西德元堂 肾衰宁颗粒,山西德元堂药业有限公司,22.62,2020-08-30,5g*9袋,308
帝豪旗舰店,普南扑灵 普拉洛芬滴眼液,"Senju Pharmaceutical Co.,Ltd.",41.41,2021-04-30,5ml:5mg,61
帝豪旗舰店,同仁堂 人参归脾丸,北京同仁堂股份有限公司同仁堂制药厂,17.84,2022-12-31,9g*10丸,136
帝豪旗舰店,白云山 复方丹参片,广州白云山和记黄埔中药有限公司,9.70,2021-04-30,60片,23030
帝豪旗舰店,同仁堂 桂附地黄丸,北京同仁堂科技发展股份有限公司制药厂,16.80,2021-08-31,9g*10丸,194
帝豪旗舰店,苯磺酸氨氯地平片,山德士(中国)制药有限公司,10.93,2020-09-30,5mg*7片,152
帝豪旗舰店,丽珠威 盐酸伐昔洛韦片,丽珠集团丽珠制药厂,23.19,2020-07-30,0.3g*6片,5479
帝豪旗舰店,千金 妇科千金片,株洲千金药业股份有限公司,26.25,2021-04-30,108s,2212
帝豪旗舰店,甘肃新兰药 沙棘颗粒,甘肃兰药药业有限公司,12.50,2021-07-31,15g*6袋,120
帝豪旗舰店,爱丽丝精装大油量避孕套,湛江市汇通药业有限公司,2.29,2023-11-30,10只,18229
帝豪旗舰店,奥勃兰 长春胺缓释胶囊,烟台鲁银药业有限公司,62.41,2022-01-05,30mg*12s,52
帝豪旗舰店,德众 鼻炎康片,国药集团德众(佛山)药业有限公司,17.98,2021-06-19,0.37g*72片,28528
帝豪旗舰店,辰欣 阿司匹林肠溶片,辰欣药业股份有限公司,1.49,2021-01-09,25mg*100片,382
帝豪旗舰店,甘肃独一味 参芪五味子片,康县独一味生物制药有限公司,13.50,2020-11-30,0.25g*50片,9234
帝豪旗舰店,湖南一格 春花 人胎盘片,湖南一格制药有限公司,56.25,2020-01-25,0.25g*24片,2474
帝豪旗舰店,华南 利福平胶囊,广东华南药业集团有限公司,28.16,2021-02-14,0.15g*100粒,5440
帝豪旗舰店,万通 小儿氨酚黄那敏颗粒,吉林万通药业集团梅河药业股份有限公司,8.86,2020-10-31,6g*10袋,110
帝豪旗舰店,典必殊 妥布霉素地塞米松眼膏,Novartis Pharma NV,36.99,2020-08-31,3.5g,24
帝豪旗舰店,福建太平洋 风油精,福建太平洋制药有限公司,2.81,2021-06-30,6ml,42564
帝豪旗舰店,上海美优 氢溴酸右美沙芬糖浆,上海美优制药有限公司,6.80,2020-11-25,100ml,20026
帝豪旗舰店,恒健 头孢氨苄胶囊,广东恒健制药有限公司,10.06,2021-01-22,0.125g*100粒,12789
帝豪旗舰店,圣邦杰 盐酸二甲双胍缓释片,山东司邦得制药有限公司,8.00,2021-05-31,0.5g*10片*3板,17890
帝豪旗舰店,贵阳新天 宁泌泰胶囊,贵阳新天药业股份有限公司,23.10,2020-11-30,0.38g*24粒,4441
帝豪旗舰店,安普索 盐酸氨溴索片,山德士(中国)制药有限公司,12.50,2023-09-30,30mg*20片,280
帝豪旗舰店,丽倍乐 雷贝拉唑钠肠溶胶囊,丽珠集团丽珠制药厂,23.99,2020-10-31,10mg*10粒,5298
帝豪旗舰店,水仙牌 风油精,漳州水仙药业股份有限公司,4.41,2021-05-31,6ml,28976
帝豪旗舰店,香雪 橘红痰咳液,广东化州中药厂制药有限公司,20.36,2020-11-30,10ml*10支,0
帝豪旗舰店,哈尔滨凯程 小儿清热止咳糖浆,哈尔滨凯程制药有限公司,18.18,2020-08-31,90ml,48
帝豪旗舰店,普特彼 他克莫司软膏,安斯泰来制药(中国)有限公司,124.00,2020-08-31,10g:3mg,386
帝豪旗舰店,吲达帕胺片,山东绿因药业有限公司,3.50,2020-02-28,2.5mg*48片,752
帝豪旗舰店,云南白药 血塞通胶囊,云南白药集团文山七花有限责任公司,34.89,2021-06-30,0.1g*24粒,121
帝豪旗舰店,甘肃西峰 藤黄健骨胶囊,甘肃省西峰制药有限责任公司,40.99,2020-12-31,0.25g*12粒*2板,626
帝豪旗舰店,陕西君碧莎 齐源堂 红草止鼾胶囊,陕西君碧莎制药有限公司,218.00,2020-05-31,0.40g*2板*12粒*6小盒,6
帝豪旗舰店,西藏金珠 二十五味松石丸,西藏金珠雅砻藏药有限责任公司,31.25,2019-10-09,1g*10丸,136
帝豪旗舰店,山西皇城 诺压坦 坎地沙坦酯片,山西皇城相府药业股份有限公司,9.09,2020-10-31,8mg*8片,132
帝豪旗舰店,埃美丁 富马酸依美斯汀滴眼液,Novartis Europharm Ltd.,36.00,2020-11-30,5ml:2.5mg,52
帝豪旗舰店,昆药 络泰 血塞通软胶囊,昆药集团股份有限公司,37.50,2020-11-30,100mg*30s,397
帝豪旗舰店,遂成药业 铝碳酸镁咀嚼片,遂成药业股份有限公司,4.49,2020-10-31,0.5g*20片,634
帝豪旗舰店,深圳中药 小儿清热止咳口服液,国药集团致君(深圳)坪山制药有限公司,16.69,2019-12-31,100ml,78
帝豪旗舰店,深圳中药 小儿清热止咳口服液,国药集团致君(深圳)坪山制药有限公司,22.01,2020-11-30,120ml,17
帝豪旗舰店,西安千禾 前列平胶囊,西安千禾药业股份有限公司,24.00,2020-11-13,0.4g*15粒*3板,107
帝豪旗舰店,山西云鹏 氢氯噻嗪片,山西云鹏制药有限公司,1.97,2021-02-25,10mg*100片,796
帝豪旗舰店,广州康和 别嘌醇片,广州康和药业有限公司,135.00,2021-07-31,100s,689
帝豪旗舰店,舒泰得 雷贝拉唑钠肠溶片,山东新华制药股份有限公司,30.00,2020-12-02,10mg*6片*3板,469
帝豪旗舰店,天舒欣 康复新液,湖南科伦制药有限公司,18.18,2021-03-10,90ml,437
帝豪旗舰店,乐松 洛索洛芬钠贴剂,"LEAD CHEMICAL CO.,LTD.",48.11,2021-04-30,50mg*3贴,17
帝豪旗舰店,降脂宁颗粒（无糖）,洛阳君山制药有限公司,12.50,2021-08-31,10g*15袋,260
帝豪旗舰店,曹清华牌舒骨贴,西安杨健药业有限公司,8.20,2020-07-06,2贴,80
帝豪旗舰店,西帕维药 通滞苏润江胶囊,新疆维吾尔药业有限责任公司,23.48,2020-11-30,0.3g*24粒,35
帝豪旗舰店,北海国发 胃肠宁颗粒,北海国发海洋生物产业股份有限公司制药厂,7.27,2020-04-30,8g*10袋,166
帝豪旗舰店,河北康泰 人工牛黄甲硝唑胶囊,河北康泰药业有限公司,2.83,2021-12-16,12粒*2板,1150
帝豪旗舰店,江西远东 养血当归糖浆,江西远东药业股份有限公司,7.73,2021-09-30,10ml*10支,248
帝豪旗舰店,四川升和 妥布霉素滴眼液,四川升和药业股份有限公司,2.40,2020-05-31,8ml:24mg,92
帝豪旗舰店,一次性使用口罩,南昌卫材医疗器械有限公司,1.30,2020-10-07,17.5*9.5/1个,285
帝豪旗舰店,天士力 西黄丸,天津天士力(辽宁)制药有限责任公司,65.18,2021-04-09,1.5g*12瓶,0
帝豪旗舰店,亚邦贝迪 苯磺酸氨氯地平片,江苏亚邦爱普森药业有限公司,5.50,2020-01-31,5mg*7片,37
帝豪旗舰店,莱阳江波 非洛地平缓释片,莱阳市江波制药有限责任公司,11.43,2020-09-30,5mg*20片,168
帝豪旗舰店,赤峰万泽 尼群地平片,赤峰万泽药业股份有限公司,2.16,2020-06-30,10mg*100片,1141
帝豪旗舰店,易夫林 尼莫地平缓释片,齐鲁制药有限公司,11.00,2020-12-13,60mg*24片,150
帝豪旗舰店,联环尔定 非洛地平片,江苏联环药业股份有限公司,10.17,2021-09-30,5mg*12片,73
帝豪旗舰店,必良 酒石酸美托洛尔缓释片,四川省瑞康制药有限公司,23.34,2020-12-17,50mg*20s,0
帝豪旗舰店,浙江华海 倍怡 氯沙坦钾片,浙江华海药业股份有限公司,37.98,2020-03-31,100mg*7片,0
帝豪旗舰店,济南高华 天蓝康 屏美 吲达帕胺片,济南高华制药有限公司,6.59,2020-08-05,2.5mg*60片,173
帝豪旗舰店,山西华康 立效 冠心生脉丸,山西华康药业股份有限公司,10.22,2021-11-30,4g*10袋,104
帝豪旗舰店,扬子江 依康宁 银杏叶片,扬子江药业集团有限公司,19.00,2020-09-30,9.6mg:2.4mg*24片,55
帝豪旗舰店,通化鸿淘茂 玉仁 决明降脂片,吉林玉仁制药股份有限公司,24.00,2021-08-10,12片*4板,0
帝豪旗舰店,力斯得 L-门冬氨酸氨氯地平片,浙江尖峰药业有限公司,15.41,2020-10-31,7片,7
帝豪旗舰店,常州四药 金缬克 缬沙坦氢氯噻嗪片,常州四药制药有限公司,40.69,2020-11-29,80mg:12.5mg*14片,2
帝豪旗舰店,陕西君碧莎 益康胶囊,陕西君碧莎制药有限公司,13.18,2020-09-30,0.4g*24粒,90
帝豪旗舰店,多贝斯 羟苯磺酸钙胶囊,西安利君制药有限责任公司,37.84,2020-01-29,0.5g*20粒,43
帝豪旗舰店,海南林恒 羟苯磺酸钙分散片,海南林恒制药股份有限公司,19.63,2020-05-31,0.25g*12s*2板,7
帝豪旗舰店,以岭 银杏叶片,石家庄以岭药业股份有限公司,6.00,2021-05-31,0.2g*24片,180
帝豪旗舰店,海口奇力 枫蓼肠胃康胶囊,海口奇力制药股份有限公司,17.61,2020-09-30,0.37g*24粒,159
帝豪旗舰店,湖南千金 眩晕停 盐酸地芬尼多片,湖南千金湘江药业股份有限公司,6.76,2021-09-30,25mg*30片,229
帝豪旗舰店,湖南千金 聚维酮碘溶液,湖南千金湘江药业股份有限公司,11.50,2020-06-30,180ml,23
帝豪旗舰店,脑塞通丸,吉林特研药业有限公司,24.98,2023-08-31,7.5g*10s,248
帝豪旗舰店,吉林长源 脑栓康复胶囊,吉林省长源药业有限公司,31.50,2021-09-30,0.3g*36粒,15
帝豪旗舰店,焦作福瑞堂 脑络通胶囊,焦作福瑞堂制药有限公司,9.30,2020-03-31,0.5g*30粒,399
帝豪旗舰店,贵州益佰 心脉通胶囊,贵州益佰制药股份有限公司,32.80,2020-09-30,0.48g*36粒,22
帝豪旗舰店,洛普欣 果糖二磷酸钠片,上海天龙药业有限公司,11.60,2020-05-09,0.25g*24s,129
帝豪旗舰店,甘肃独一味 脉平片,康县独一味生物制药有限公司,17.38,2020-02-29,0.28g*48s,71
帝豪旗舰店,贵州益康 血脉通胶囊,贵州益康制药有限公司,23.00,2021-09-30,0.26g*36粒,81
帝豪旗舰店,乐仁堂 通脉养心丸,天津中新药业集团股份有限公司乐仁堂制药厂,39.77,2022-04-30,320丸(每10丸重1g),17
帝豪旗舰店,舒心通脉胶囊,云南名扬药业有限公司,30.45,2020-07-06,0.45g*24s,0
帝豪旗舰店,冈本避孕套(无感透薄),日本冈本株式会社,47.66,2023-10-31,10片/盒,13
帝豪旗舰店,潮牌薄安全套(平滑超薄型),马来西亚NULATEXSDN.BHD,10.00,2023-07-31,52mm*10片,64
帝豪旗舰店,潮牌秘诱快感人体润滑剂,深圳市雅浪化妆品有限公司,8.80,2021-07-13,50毫升,15
帝豪旗舰店,潮牌草本紧致人体润滑剂,深圳市雅浪化妆品有限公司,8.80,2021-07-13,50毫升,66
帝豪旗舰店,潮牌可口有趣人体润滑剂,深圳市雅浪化妆品有限公司,8.80,2021-07-13,50毫升,2
帝豪旗舰店,烟台中亚 至宝三鞭酒,烟台中亚医药保健酒有限公司,29.55,2020-01-12,500ml,86
帝豪旗舰店,兰州佛慈 香砂六君丸(浓缩丸),兰州佛慈制药股份有限公司,15.45,2023-09-18,200丸,49
帝豪旗舰店,重庆植恩 奥利司他胶囊,重庆植恩药业有限公司,45.00,2021-06-30,0.12g*3粒*2板,20
帝豪旗舰店,兰州佛慈 香砂养胃丸(浓缩丸),兰州佛慈制药股份有限公司,15.80,2023-10-06,200丸,19
帝豪旗舰店,烟台巨先 童奥特 地牡宁神口服液,烟台巨先药业有限公司,39.77,2020-09-30,10ml*10支,115
帝豪旗舰店,江西倍肯 群诺 小儿热速清颗粒,江西倍肯药业有限公司,30.57,2020-08-31,6g*10袋,48
帝豪旗舰店,江西济民 孕康口服液,江西济民可信药业有限公司,24.43,2020-05-31,20ml*6支,42
帝豪旗舰店,小儿热速清颗粒,江西倍肯药业有限公司,20.45,2020-06-30,2g*10袋,147
帝豪旗舰店,江西济民 孕康口服液,江西济民可信药业有限公司,18.64,2020-06-30,20ml*5支,225
帝豪旗舰店,江苏远恒 春荫 制霉素阴道栓,江苏远恒药业有限公司,7.95,2020-10-15,20万单位*6枚,161
帝豪旗舰店,湖南康尔佳 新生化颗粒,湖南康尔佳制药股份有限公司,4.89,2021-07-31,6g*12袋,128
帝豪旗舰店,精乌颗粒,贵州健瑞安药业有限公司,17.00,2021-10-31,10g*12袋,44
帝豪旗舰店,澳迩新 新生化颗粒,山西澳迩药业有限公司,4.50,2020-11-30,6g*12袋,229
帝豪旗舰店,江苏济川 健胃消食口服液,济川药业集团有限公司,49.73,2020-05-31,10ml*12支,57
帝豪旗舰店,弘美制药 胃铋镁颗粒,弘美制药(中国)有限公司,23.86,2020-12-31,9袋,0
帝豪旗舰店,采森牌葡萄糖酸钙口服液,南昌市草珊瑚生物技术有限公司,9.50,2021-01-01,10ml*10支,63
帝豪旗舰店,（白云山星群）维生素C咀嚼片,南昌市草珊瑚生物技术有限公司,16.00,2021-01-01,0.7g*60片,120
帝豪旗舰店,采森牌 钙加锌口服液(白云山星群),南昌草珊瑚生物科技有限公司 ,9.50,2020-12-31,10ml*10支,128
帝豪旗舰店,白云山星群 采森牌葡萄糖酸锌口服液,南昌市草珊瑚生物技术有限公司,9.50,2020-12-31,10ml*10支,155
帝豪旗舰店,VD钙片(中老年型),南昌市草珊瑚生物技术有限公司,8.60,2020-12-31,60片,157
帝豪旗舰店,止痒杀菌消毒软膏(四季止痒型),重庆正仁医疗器械有限公司,5.00,2021-01-04,15g/支,22
帝豪旗舰店,吉林福康 胃康灵胶囊,吉林福康药业股份有限公司,14.55,2021-08-31,0.4g*36s,12
帝豪旗舰店,脑得生丸,同药集团大同制药有限公司,15.91,2020-07-31,1.8g*10袋,63
帝豪旗舰店,黑中研 感冒解毒颗粒,黑龙江省中医研究院制药厂,9.32,2021-12-31,5g*14袋,912
帝豪旗舰店,提愈 替米沙坦片,湖南迪诺制药股份有限公司,10.45,2020-08-31,40mg*7片,5
帝豪旗舰店,山西澳迩 黄豆苷元片,山西澳迩药业有限公司,5.11,2020-07-31,50mg*12片,45
帝豪旗舰店,上海世康特 心脑健胶囊,上海世康特制药有限公司,12.50,2020-06-30,24粒,107
帝豪旗舰店,天津力生 酚酞含片,天津力生制药股份有限公司,13.64,2021-11-05,0.1g*100片,30
帝豪旗舰店,济仁 消渴降糖胶囊,黑龙江省济仁药业有限公司,12.56,2021-10-31,0.3g*48粒,141
帝豪旗舰店,山西仁源堂 消渴降糖胶囊,山西仁源堂药业有限公司,8.18,2021-07-31,12粒*3板,92
帝豪旗舰店,欣唐屏 盐酸二甲双胍缓释片,山西华元医药生物技术有限公司,8.30,2021-08-31,0.5g*36片,3
帝豪旗舰店,河北医科大学 盐酸二甲双胍肠溶片,河北医科大学制药厂,5.68,2020-09-30,0.25g*16片*3板,230
帝豪旗舰店,冯了性 抗骨增生丸,国药集团冯了性(佛山)药材饮片有限公司,9.18,2019-11-21,3g*10丸,239
帝豪旗舰店,重庆格瑞林 舒筋活血片,重庆天致药业股份有限公司,2.02,2020-10-31,100片,183
帝豪旗舰店,安徽三超 利福平滴眼液,安徽艾珂尔制药有限公司,3.69,2020-02-29,10ml,178
帝豪旗舰店,贵州同济堂 通络骨质宁膏,国药集团同济堂(贵州)制药有限公司,29.55,2020-11-11,6g*2贴,240
帝豪旗舰店,恒健 双氧水 过氧化氢溶液,广东恒健制药有限公司,11.14,2020-12-18,500ml,95
帝豪旗舰店,金联 午时茶颗粒,武汉贝参药业股份有限公司,5.45,2020-04-21,6g*20袋,953
帝豪旗舰店,海南赞邦 司百得 精氨酸布洛芬片,海南赞邦制药有限公司,23.30,2020-10-31,0.4g*8片,9
帝豪旗舰店,普力得 盐酸氨基葡萄糖胶囊,北京康必得药业有限公司,14.77,2021-10-31,0.24g*24粒,427
帝豪旗舰店,吉林双药 珍生源 胃灵颗粒,吉林双药药业集团有限公司,9.32,2020-06-30,5g*9袋,99
帝豪旗舰店,便塞停 比沙可啶肠溶片,中国药科大学制药有限公司,24.55,2020-10-09,5mg*8片,0
帝豪旗舰店,西安阿房宫 结肠炎丸 固肠止泻丸,西安阿房宫药业股份有限公司,16.82,2021-10-31,216丸(浓缩丸),38
帝豪旗舰店,北京韩美 利动 乳果糖口服溶液,北京韩美药品有限公司,30.68,2021-01-01,60ml,176
帝豪旗舰店,黄莲素 盐酸小檗碱片,东北制药集团沈阳第一制药有限公司,14.20,2021-11-30,0.1g*100片,521
帝豪旗舰店,白云山 阿苯达唑片,广州白云山医药集团股份有限公司白云山制药总厂,6.99,2020-08-31,0.2g*10片,1142
帝豪旗舰店,慧宝源 十滴水,广西慧宝源医药科技有限公司,1.99,2020-03-31,5ml*10支,1511
帝豪旗舰店,江中 健儿消食口服液,江中药业股份有限公司,13.44,2020-11-30,10ml*10支,240
帝豪旗舰店,山东达因 伊甘欣 甘草锌颗粒,山东达因海洋生物制药股份有限公司,16.25,2020-01-31,1.5g*10袋,5
帝豪旗舰店,信龙 炉甘石洗剂,上海运佳黄浦制药有限公司,11.63,2020-04-30,100ml,357
帝豪旗舰店,恒健 黄药水 乳酸依沙吖啶溶液,广东恒健制药有限公司,11.59,2022-01-03,100ml,322
帝豪旗舰店,惠州中药 双黄连胶囊,广东省惠州市中药厂有限公司,5.45,2021-01-31,12粒*2板,707
帝豪旗舰店,碳酸钙D3咀嚼片(Ⅱ),惠氏制药有限公司,27.31,2019-11-23,300mg*28片,30
帝豪旗舰店,九芝堂 杞菊地黄丸,九芝堂股份有限公司,12.73,2021-11-30,200丸,72
帝豪旗舰店,静心口服液,深圳太太药业有限公司,139.20,2020-01-31,15ml*30支,27
帝豪旗舰店,奇草堂雪茶清目隐形眼镜护理液,陕西健驰生物药业有限公司,9.80,2021-01-14,380ml,211
帝豪旗舰店,奇草堂雪茶清目隐形眼镜护理液,陕西健驰生物药业有限公司,6.50,2021-01-01,150ml,222
帝豪旗舰店,黑骨藤远红外痛可贴,安徽省德济堂药业有限公司,6.80,2021-01-01,4贴,296
帝豪旗舰店,采森牌钙铁锌口服液,南昌市草珊瑚生物技术有限公司,9.50,2020-09-06,10ml*10支,88
帝豪旗舰店,蜂胶软胶囊(美贝健),荣成百合生物技术有限公司,48.00,2020-09-22,60粒,5
帝豪旗舰店,保丽净假牙清洁片,PTIRoystonLLC,31.55,2021-05-31,30片(全/半口假牙专用),36
帝豪旗舰店,山东仙河 跌打生骨胶囊,山东仙河药业有限公司,16.80,2020-10-31,0.45g*18粒,366
